Gender;Age at enrollment;Application mode;Course;Scholarship holder;Admission grade;Curricular units 1st sem (enrolled);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade)
0;19;1;9500;1;123.8;8;7;13.314285714285717;8;7;13.314285714285717
0;18;1;9147;1;126.4;5;3;10.6;5;3;10.5
0;18;1;9853;1;115.1;6;4;12.0;6;4;10.75
0;18;1;9773;0;138.4;6;6;13.428571428571429;6;6;14.142857142857142
0;18;17;9085;1;118.2;5;4;13.25;5;5;15.571428571428571
0;18;17;9070;0;121.7;6;2;13.0;6;0;0.0
0;18;1;9070;1;118.0;6;6;14.333333333333334;6;6;14.0
0;18;17;9238;0;119.8;6;0;0.0;6;0;0.0
0;18;1;9238;0;164.9;6;6;14.0;6;6;13.166666666666666
0;20;42;9085;1;100.0;2;2;12.0;6;6;12.833333333333334
0;18;1;9853;0;121.6;6;5;12.333333333333334;6;5;10.6
0;18;17;9070;0;120.4;6;5;11.8;6;5;10.4
0;20;18;9500;1;117.8;8;7;12.791428571428572;8;7;12.791428571428572
0;40;43;9670;0;110.0;8;8;11.625;7;5;11.2
0;18;1;9500;1;128.8;7;6;11.994444444444444;8;7;12.43142857142857
0;19;1;9254;0;116.6;6;5;11.6;6;5;12.2
0;24;7;9991;0;120.0;5;0;0.0;5;0;0.0
0;19;1;9773;0;157.5;6;6;13.166666666666666;6;6;13.166666666666666
0;19;1;9500;0;136.3;8;7;14.1;8;7;14.1
0;20;1;9500;1;121.5;7;6;12.396666666666668;8;7;12.94285714285714
0;18;1;9500;0;133.9;7;7;15.014285714285714;8;8;16.0875
0;18;1;171;1;136.8;0;0;0.0;0;0;0.0
0;19;17;9500;0;133.5;7;7;14.05;8;8;15.1
0;18;17;9500;0;130.0;7;7;14.85;8;8;15.2
0;19;44;9085;0;140.0;6;6;13.0;6;5;13.0
0;19;1;9500;1;132.7;7;7;14.7875;8;8;15.8625
0;19;1;9500;1;117.8;7;7;13.7;8;7;14.671428571428574
0;19;1;9500;1;126.1;7;7;12.495714285714286;8;7;12.242857142857144
0;19;1;9500;0;120.0;7;6;14.566666666666668;7;6;14.566666666666668
0;25;39;9670;0;100.0;5;5;11.2;5;4;11.25
0;20;1;9500;0;116.8;8;7;12.685714285714283;8;7;12.685714285714283
0;23;53;9238;0;128.3;9;7;13.571428571428571;9;4;13.25
0;20;1;9070;0;117.0;6;0;0.0;6;0;0.0
0;27;39;8014;0;131.5;6;5;11.0;6;6;11.166666666666666
0;18;1;9500;0;134.8;8;8;14.445;8;8;14.445
0;18;1;9853;0;146.6;6;5;13.6;6;4;11.75
0;23;7;8014;0;130.0;12;11;14.0;10;8;14.625
0;19;1;9500;1;127.5;7;6;13.416666666666666;7;6;13.416666666666666
0;18;1;9147;0;123.0;5;5;12.333333333333334;5;5;11.4
0;20;43;9500;0;100.0;7;7;13.1;8;8;14.8125
0;18;1;9670;0;114.2;6;4;13.2;6;5;12.8
0;19;1;9500;1;123.5;8;8;14.75;8;8;14.75
0;19;44;9238;1;144.3;6;6;13.142857142857142;6;6;14.333333333333334
0;19;1;9853;0;142.2;6;4;12.5;6;5;12.5
0;18;1;9085;0;161.9;5;4;13.75;5;5;14.857142857142858
0;18;1;9238;0;135.9;6;5;12.4;6;6;13.0
0;18;1;9773;0;110.1;6;6;13.333333333333334;6;6;12.0
0;28;2;9853;0;122.5;11;11;11.727272727272728;8;8;12.0
0;19;17;9254;0;138.1;6;4;12.5;6;1;14.0
0;20;43;171;0;117.3;0;0;0.0;0;0;0.0
0;19;1;9500;1;106.8;7;6;13.533333333333331;8;7;13.614285714285714
0;20;1;9070;1;120.1;6;6;13.166666666666666;6;6;12.666666666666666
0;19;1;9254;1;116.5;6;5;13.2;6;5;11.0
0;21;51;9070;0;120.0;6;5;12.2;6;4;12.6
0;19;1;9853;1;139.7;7;7;13.428571428571429;7;7;14.857142857142858
0;18;1;9070;1;123.7;6;6;12.714285714285714;6;6;12.625
0;19;17;9130;0;116.5;6;0;0.0;6;0;0.0
0;19;17;9670;1;122.2;6;6;13.666666666666666;6;6;13.666666666666666
0;20;1;9773;0;146.0;6;5;11.0;6;6;13.166666666666666
0;18;17;9853;0;108.8;7;5;11.4;7;6;13.333333333333334
0;18;43;171;0;133.0;0;0;0.0;0;0;0.0
0;18;17;9130;0;123.8;5;4;12.0;5;5;12.0
0;18;17;9773;0;120.0;6;0;0.0;6;0;0.0
0;18;17;9238;0;126.9;6;5;11.0;6;6;11.666666666666666
0;20;18;9773;0;121.3;6;5;12.0;6;6;11.571428571428571
0;19;17;9500;1;129.0;7;7;13.308571428571428;8;8;12.55
0;21;1;9853;0;114.9;6;3;13.666666666666666;6;3;10.666666666666666
0;20;17;9670;0;106.5;6;0;0.0;6;0;0.0
0;18;1;9254;0;133.9;6;5;12.2;6;4;11.25
0;20;1;9773;1;124.9;6;6;12.666666666666666;6;6;12.833333333333334
0;19;1;9500;1;128.5;8;8;14.07125;8;8;14.07125
0;22;1;9085;0;126.2;5;4;14.25;5;5;13.2
0;22;17;9130;0;121.7;6;0;0.0;2;0;0.0
0;18;1;9853;0;120.0;6;3;12.0;6;4;10.25
0;21;43;9147;0;113.2;10;6;11.166666666666666;10;7;10.571428571428571
0;19;1;9238;0;120.3;6;2;13.0;6;5;11.6
0;19;1;171;0;127.8;0;0;0.0;0;0;0.0
0;20;1;9500;1;123.3;8;7;14.901428571428571;8;7;14.901428571428571
0;18;1;9500;1;126.3;7;7;12.65;8;8;12.445555555555554
0;22;51;9991;0;128.2;12;7;11.0;5;5;10.6
0;20;17;9085;0;134.9;5;4;12.4;5;5;12.666666666666666
0;19;44;9003;0;140.0;6;6;12.0;6;6;12.666666666666666
0;19;1;9500;1;115.5;7;7;12.135714285714286;8;7;13.328571428571427
0;20;1;9500;1;106.7;7;5;12.62;7;6;12.5
0;25;39;9991;0;140.0;5;3;10.666666666666666;5;3;11.333333333333334
0;19;1;9500;1;136.6;7;6;13.766666666666666;8;7;14.051428571428572
0;19;18;9500;0;119.3;8;8;13.11625;8;8;13.11625
0;19;1;9070;0;152.0;5;0;0.0;6;0;0.0
0;20;1;9500;0;144.3;7;6;12.7;8;7;13.571428571428571
0;25;39;9556;0;159.0;7;7;11.857142857142858;8;5;11.7
0;20;17;9500;1;129.5;7;6;12.333333333333334;7;6;12.333333333333334
0;24;39;9238;0;140.0;6;4;15.75;6;5;16.4
0;20;1;9670;0;105.4;5;5;13.333333333333334;5;5;13.2
0;21;42;9500;0;136.0;7;7;14.355555555555554;8;8;13.49375
0;19;44;9003;1;160.0;6;6;13.0;6;5;13.0
0;19;1;9773;1;139.1;6;6;12.833333333333334;6;6;13.5
0;21;1;9670;1;126.9;5;5;13.2;5;4;13.0
0;28;39;9500;0;184.0;7;7;17.005555555555556;8;8;16.582222222222224
0;19;1;9238;1;125.0;6;5;10.6;6;5;11.0
0;18;1;9147;1;138.5;5;5;14.0;5;5;13.6
0;18;17;9500;1;133.5;8;7;12.114285714285714;8;7;12.114285714285714
0;18;1;9500;1;141.5;8;8;13.05875;8;8;13.05875
0;22;42;9500;0;130.0;8;7;13.285714285714286;8;7;13.285714285714286
0;19;1;9147;0;131.0;5;4;11.0;5;3;10.666666666666666
0;18;1;9500;1;145.0;7;7;14.071428571428571;8;8;15.1625
0;20;17;9254;0;114.3;6;0;0.0;6;0;0.0
0;26;44;171;0;108.3;9;4;11.25;10;3;11.0
0;18;1;9070;1;125.2;6;6;14.0;6;6;13.625
0;21;1;9254;1;131.7;6;6;12.166666666666666;6;3;11.666666666666666
0;18;17;9500;0;126.3;8;7;13.297142857142855;8;7;13.297142857142855
0;20;1;9085;0;147.6;6;6;13.923076923076923;6;6;14.25
0;18;1;9500;0;125.1;7;7;13.37;8;7;12.833333333333334
0;19;17;9147;1;123.8;5;5;12.4;5;3;11.0
0;20;1;9670;0;130.8;5;4;15.0;5;4;13.75
0;18;1;9853;1;154.1;6;6;13.333333333333334;6;6;12.571428571428571
0;20;16;9147;1;122.6;5;3;12.0;5;4;12.625
0;22;1;8014;0;103.5;6;5;13.4;6;5;12.2
0;18;1;171;0;132.8;0;0;0.0;0;0;0.0
0;21;51;9991;0;100.0;5;4;11.5;5;5;11.4
0;18;18;9853;0;115.8;7;6;12.0;7;6;12.166666666666666
0;18;1;9500;0;133.8;8;7;13.485714285714284;8;7;13.485714285714284
0;18;1;9070;1;118.5;6;6;12.0;6;6;11.285714285714286
0;19;17;171;0;150.3;0;0;0.0;0;0;0.0
0;19;17;9147;0;107.8;5;3;10.333333333333334;5;3;14.428571428571429
0;19;1;9500;0;127.5;7;5;12.94;7;5;13.76
0;19;1;9500;0;120.5;8;7;13.258571428571427;8;7;13.258571428571427
0;19;1;9147;0;117.3;5;4;12.25;5;4;12.0
0;19;17;9254;0;120.6;6;3;11.666666666666666;6;1;10.0
0;21;16;9254;1;118.7;6;6;13.571428571428571;6;6;12.5
0;20;1;9773;1;130.8;6;5;11.8;6;5;11.833333333333334
0;20;1;9147;1;112.6;5;5;14.2;5;5;13.285714285714286
0;41;39;9991;0;117.2;5;5;11.0;5;5;11.8
0;32;7;9500;0;130.0;7;4;13.625;7;7;12.6375
0;18;17;9500;0;131.8;8;7;14.652857142857142;8;7;14.652857142857142
0;35;39;8014;1;97.0;6;6;11.333333333333334;6;6;11.333333333333334
0;32;39;9500;0;130.0;7;4;13.7;7;0;0.0
0;37;39;8014;0;148.0;11;11;13.727272727272728;8;8;14.75
0;30;39;9147;0;103.4;7;7;11.75;8;7;11.142857142857142
1;23;43;9773;0;127.1;6;6;12.333333333333334;6;5;13.0
0;20;17;9773;1;124.0;6;6;14.0;6;6;13.857142857142858
1;21;1;9670;0;121.4;5;4;11.5;5;4;11.75
1;19;1;9147;0;118.1;5;5;11.2;5;5;13.2
1;18;17;9500;1;121.3;8;7;15.07;8;7;15.07
1;18;42;9119;0;119.5;5;1;10.0;5;1;12.0
1;24;39;9991;0;115.2;5;4;12.0;5;5;12.666666666666666
1;22;18;9670;0;130.2;6;4;13.0;6;4;12.6
1;18;17;9254;0;130.0;6;4;11.0;6;3;11.25
0;18;16;9238;0;126.9;6;6;13.571428571428571;6;5;12.166666666666666
1;21;1;9070;0;168.5;6;5;14.6;6;5;14.2
0;38;39;9500;0;130.0;7;3;11.833333333333334;7;2;10.0
0;19;18;9556;1;122.8;7;7;12.625;8;8;12.5125
0;36;39;9500;0;110.0;7;4;11.5;7;3;12.333333333333334
0;18;16;9085;0;127.1;5;4;13.25;5;4;10.5
0;19;1;9500;0;108.5;7;7;12.60625;8;6;11.9
0;21;53;9085;0;138.2;10;8;13.75;9;5;13.2
0;19;1;9500;0;96.0;7;6;13.598333333333334;8;6;11.933333333333332
0;18;1;9238;1;124.5;6;5;11.142857142857142;6;6;12.285714285714286
0;45;7;9500;0;120.0;11;11;12.7;10;10;12.96818181818182
0;20;17;9147;0;132.3;5;1;10.0;5;1;11.0
0;18;17;9254;0;120.7;6;6;11.666666666666666;6;4;11.5
0;18;1;9670;1;132.6;6;6;14.0;6;6;13.142857142857142
0;25;7;9130;0;140.0;5;0;0.0;5;0;0.0
0;19;1;9500;0;124.5;8;7;12.04142857142857;8;7;12.04142857142857
0;18;1;171;1;142.0;0;0;0.0;0;0;0.0
0;39;7;9254;0;130.0;13;13;13.76923076923077;12;12;14.583333333333334
0;29;39;9003;0;144.0;18;18;15.444444444444445;13;13;15.307692307692308
0;18;17;9853;0;128.5;7;6;11.5;7;7;12.714285714285714
0;23;7;9070;0;140.0;3;2;10.0;6;0;0.0
0;21;42;9853;0;113.9;6;4;12.25;6;3;10.333333333333334
0;18;1;9238;0;137.2;6;6;14.5;6;6;15.166666666666666
0;23;7;9085;0;140.0;6;6;15.571428571428571;6;6;16.375
0;18;1;9130;0;152.3;6;6;15.571428571428571;6;6;14.714285714285714
0;32;39;8014;0;112.5;6;5;13.8;6;6;12.166666666666666
0;29;39;9147;0;101.0;5;3;10.666666666666666;5;2;14.8
0;20;1;9238;1;112.3;6;5;11.6;6;4;11.75
0;28;39;9238;0;114.0;6;1;13.0;6;0;0.0
0;27;7;9147;0;130.0;5;3;12.0;5;4;13.625
0;22;43;9500;0;121.5;14;12;12.333333333333334;14;12;12.333333333333334
0;37;39;9003;0;120.0;6;6;12.875;6;6;12.9
0;28;7;8014;0;130.0;6;1;11.0;6;0;0.0
0;43;39;9003;0;125.7;6;4;12.25;6;4;10.5
0;32;43;9556;0;128.0;7;0;0.0;8;0;0.0
0;20;17;9238;1;113.2;6;4;10.75;6;5;11.5
0;35;39;9500;1;120.0;8;8;13.63;8;8;13.63
0;21;1;9670;0;117.8;5;3;13.0;5;4;11.5
0;18;1;9500;1;121.3;7;6;13.533333333333331;7;7;12.228571428571428
0;18;1;9500;1;169.7;7;7;16.9;8;8;16.37777777777778
0;18;17;9238;0;117.7;6;5;12.0;6;4;12.0
0;22;44;8014;0;121.8;6;6;12.5;6;6;13.285714285714286
0;19;1;9500;0;128.3;8;7;12.764285714285714;8;7;12.764285714285714
0;18;18;9147;1;132.2;5;5;13.75;5;5;12.166666666666666
0;19;1;171;0;134.3;0;0;0.0;0;0;0.0
0;18;1;9500;1;123.4;7;7;14.604285714285712;8;8;15.68333333333333
0;31;39;9991;0;121.7;5;0;0.0;5;0;0.0
0;33;39;8014;1;130.0;6;5;13.833333333333334;6;6;12.5
0;19;1;9500;1;126.5;8;8;13.57625;8;8;13.57625
0;18;17;9238;1;159.7;6;6;15.142857142857142;6;6;15.833333333333334
0;23;1;9147;0;151.3;5;3;10.666666666666666;5;5;11.6
0;20;17;9238;0;138.0;6;5;11.2;6;6;12.0
0;18;1;9500;0;126.5;8;8;13.76375;8;8;13.76375
0;21;53;9085;0;140.0;9;8;13.25;9;5;12.2
0;22;1;9238;1;112.3;6;5;10.714285714285714;6;5;12.2
0;20;1;9238;0;127.3;6;6;12.166666666666666;6;6;11.666666666666666
0;23;7;9500;0;130.0;7;6;14.357142857142858;7;6;14.357142857142858
0;19;17;9773;0;115.0;6;6;12.833333333333334;6;6;12.666666666666666
0;19;17;9500;0;131.5;8;7;13.925714285714283;8;7;13.925714285714283
0;26;39;9991;0;125.7;5;2;12.0;5;3;11.0
0;18;1;9500;0;126.8;7;7;13.44285714285714;8;8;13.744444444444444
1;18;18;9119;0;132.4;5;1;16.0;5;0;0.0
1;20;44;9003;0;150.0;6;6;13.125;6;6;13.2
1;19;1;9670;0;95.0;6;0;0.0;6;0;0.0
1;32;43;9991;0;128.2;9;5;11.4;4;4;11.0
1;31;39;9130;0;130.0;4;2;11.0;5;3;11.666666666666666
1;25;39;9119;0;100.0;5;1;11.0;5;1;10.0
0;21;42;9085;0;159.9;6;5;13.666666666666666;6;5;13.0
0;31;43;9991;0;100.0;6;4;11.75;5;1;10.0
0;34;39;9853;0;116.5;7;1;10.0;7;1;13.0
0;18;1;9238;1;120.0;6;6;13.5;6;6;12.833333333333334
0;19;1;9238;0;117.0;6;0;0.0;6;0;0.0
0;21;53;9670;0;140.0;6;1;12.0;6;1;11.0
0;18;1;9853;0;118.1;6;3;13.0;6;5;11.8
0;20;1;9254;0;153.5;6;6;14.833333333333334;6;6;16.0
0;20;43;9773;0;127.9;6;6;11.833333333333334;6;6;12.857142857142858
0;18;17;9670;1;118.8;6;5;12.0;6;5;12.333333333333334
0;19;1;9238;0;126.7;6;4;12.75;6;6;11.333333333333334
0;19;43;9085;0;170.0;5;0;0.0;5;4;14.75
0;30;39;9130;1;110.0;6;0;0.0;6;1;10.0
0;19;17;9238;0;115.0;6;6;12.0;6;6;12.857142857142858
0;19;1;9556;0;119.0;7;7;11.677777777777775;8;8;13.8
0;19;1;9500;1;121.8;8;7;13.6;8;7;13.6
0;19;1;9085;0;133.4;6;6;16.0;6;6;15.875
0;20;1;9238;0;131.4;6;5;11.8;6;6;11.5
1;25;42;9119;0;135.0;5;0;0.0;6;2;14.0
1;19;1;9773;0;122.8;6;0;0.0;6;0;0.0
0;34;39;9853;1;140.0;6;6;16.142857142857142;6;6;16.2
0;18;18;9500;1;125.3;8;7;11.785714285714286;8;7;11.785714285714286
0;18;1;9500;1;126.3;8;8;13.42375;8;8;13.42375
0;20;1;9670;0;100.0;6;6;12.5;6;5;14.166666666666666
0;20;17;9500;1;121.3;8;7;12.464285714285714;8;7;12.464285714285714
0;23;53;9991;0;135.0;11;8;12.375;9;5;12.6
0;28;39;9670;0;120.0;6;1;10.0;6;0;0.0
0;18;17;9773;0;113.7;6;5;12.6;6;6;12.428571428571429
0;19;43;9147;0;129.7;5;5;12.6;5;4;12.4
0;34;1;9147;0;132.1;5;2;10.0;5;4;12.0
0;35;51;9853;0;120.3;7;0;0.0;6;0;0.0
0;32;7;9991;0;120.0;5;5;11.6;5;5;12.333333333333334
0;19;17;9254;0;123.1;6;6;12.166666666666666;6;6;13.5
0;18;17;9670;0;119.4;6;4;13.6;6;5;12.666666666666666
0;35;39;9147;0;140.0;5;4;12.5;5;5;11.8
1;24;39;8014;1;116.5;6;4;12.25;6;4;11.5
0;20;17;9238;1;113.0;6;6;11.714285714285714;6;6;12.625
1;18;1;9773;1;133.9;6;6;13.5;6;6;13.0
1;20;1;9500;1;115.5;8;7;13.024285714285714;8;7;13.024285714285714
1;18;17;9254;0;116.5;6;0;0.0;6;0;0.0
1;18;1;9119;1;171.2;5;5;17.333333333333332;5;5;18.571428571428573
1;20;1;9670;1;119.1;5;4;11.0;5;4;11.5
1;19;17;9853;0;121.1;7;6;13.666666666666666;7;6;12.5
1;20;1;9070;1;132.9;6;6;11.375;6;5;13.8
1;19;1;9238;0;132.8;6;6;12.833333333333334;6;6;11.833333333333334
1;20;1;9773;0;126.7;6;5;12.6;6;4;11.5
1;22;1;9500;0;105.8;7;6;14.333333333333334;8;7;13.771428571428572
1;18;17;9119;1;117.2;5;4;13.5;6;6;13.625
1;19;1;9500;0;140.0;8;7;14.285714285714286;8;7;14.285714285714286
1;22;44;9003;0;120.0;6;3;11.75;6;2;10.0
1;20;17;9119;0;119.5;5;5;14.8;5;5;17.6
1;34;39;9003;0;153.9;6;0;0.0;6;0;0.0
1;24;39;8014;0;130.0;6;1;10.0;5;0;0.0
1;26;39;9670;0;107.0;5;0;0.0;5;0;0.0
1;35;39;9500;0;132.8;7;4;12.6;7;5;12.38
1;22;1;9991;0;127.5;5;5;12.428571428571429;5;5;11.8
1;26;18;9254;0;123.3;6;4;10.0;6;3;12.0
1;19;17;9147;0;122.0;5;3;12.333333333333334;5;0;0.0
1;19;1;9254;0;114.8;6;0;0.0;6;0;0.0
1;20;44;171;0;140.0;0;0;0.0;0;0;0.0
1;21;51;9670;0;111.0;11;10;12.1;8;8;13.333333333333334
0;19;1;9773;1;133.2;6;6;14.714285714285714;6;6;15.0
0;18;1;9773;0;123.0;6;6;12.666666666666666;6;6;12.833333333333334
0;23;53;9003;1;150.0;12;12;14.384615384615383;10;10;13.3
0;18;17;9147;1;132.3;5;5;13.4;5;5;12.2
0;18;18;9500;0;126.0;8;7;13.314285714285717;8;7;13.314285714285717
0;19;1;9500;0;119.3;8;7;11.98857142857143;8;7;11.98857142857143
0;21;53;9147;0;133.8;11;11;11.545454545454543;9;8;12.88888888888889
0;18;1;9085;1;126.5;6;6;16.46153846153846;6;6;13.875
0;24;1;9773;1;138.4;6;6;13.666666666666666;6;6;12.833333333333334
0;18;1;9500;0;129.0;7;7;12.65;8;8;13.411111111111111
0;18;1;9670;0;118.3;6;6;12.333333333333334;6;3;12.0
0;20;17;9500;0;129.8;7;6;14.37;8;7;14.65
0;19;17;9085;0;113.6;5;3;12.0;5;4;11.75
0;18;1;9773;1;128.3;6;3;12.0;6;3;10.666666666666666
0;19;43;9254;1;130.0;6;4;12.0;6;3;11.0
0;19;17;9853;0;121.9;6;5;12.6;6;5;11.2
0;18;1;9238;0;129.4;6;6;12.166666666666666;6;6;12.333333333333334
0;20;1;9853;0;115.3;7;6;13.5;7;6;14.0
0;18;1;9500;1;125.5;8;8;13.76375;8;8;13.76375
0;19;17;9556;1;117.8;7;6;12.4;7;6;12.8
0;18;17;9147;0;118.7;5;4;10.666666666666666;5;2;12.0
0;18;1;9500;0;139.0;7;6;14.333333333333334;7;6;14.333333333333334
0;21;1;9085;0;98.9;6;4;12.5;6;2;12.666666666666666
0;19;17;9254;0;137.7;6;1;10.0;6;0;0.0
0;21;1;9500;0;113.6;7;7;14.69625;8;8;14.622222222222224
0;18;1;9085;0;113.4;6;4;11.5;6;3;13.75
0;18;17;9556;1;128.5;7;7;12.855555555555556;8;8;13.9125
0;18;1;9500;0;142.8;7;7;13.7;8;8;13.994444444444444
0;23;1;9130;0;137.7;5;0;0.0;5;1;12.0
0;20;1;9238;0;103.5;6;3;11.2;6;4;12.0
0;18;1;9500;0;123.2;7;7;13.285714285714286;8;8;13.333333333333334
0;19;17;9853;0;126.0;6;5;13.0;6;5;10.4
0;27;39;9500;1;121.7;7;6;12.6;7;6;11.685714285714283
0;19;17;9147;1;142.8;5;5;12.8;5;4;12.0
0;21;43;9130;0;120.0;6;5;11.5;6;5;11.0
0;19;18;9500;1;119.3;8;7;11.4;8;7;11.4
0;21;44;9238;1;121.0;6;6;12.333333333333334;6;6;11.333333333333334
0;18;1;9773;0;139.4;6;5;12.8;6;4;12.2
0;20;17;9085;1;113.9;5;5;12.0;5;4;15.0
0;18;1;9853;1;124.6;6;5;13.0;6;5;13.5
0;18;17;9070;1;123.8;6;6;11.833333333333334;6;6;11.0
0;18;1;9085;0;126.3;6;6;14.0;6;6;13.333333333333334
0;18;17;9773;1;120.4;6;6;12.333333333333334;6;6;13.5
0;19;1;9500;1;120.5;7;5;13.04;7;7;12.5
0;23;53;9085;0;144.9;11;11;13.166666666666666;9;8;13.333333333333334
0;24;39;9085;1;139.9;6;6;12.5;6;6;12.833333333333334
0;19;1;171;0;133.3;0;0;0.0;0;0;0.0
0;18;1;9500;0;126.0;8;7;15.657142857142857;8;7;15.657142857142857
0;19;1;9070;0;133.5;6;6;12.166666666666666;6;6;11.333333333333334
0;19;17;9853;0;127.9;6;0;0.0;6;0;0.0
0;20;1;9238;1;105.9;6;5;10.6;6;5;11.166666666666666
0;20;1;9085;0;124.3;6;6;13.428571428571429;6;5;12.666666666666666
0;26;39;9773;0;102.5;6;4;11.75;6;0;0.0
1;36;39;9254;0;97.0;5;0;0.0;5;0;0.0
1;19;17;171;0;134.7;0;0;0.0;0;0;0.0
1;27;42;9119;0;113.8;5;0;0.0;5;0;0.0
1;18;1;9119;0;116.9;5;1;13.0;5;0;0.0
1;18;1;9500;1;124.0;8;7;13.331428571428573;8;7;13.331428571428573
1;28;39;9070;0;117.5;6;0;0.0;6;0;0.0
1;21;44;171;0;154.8;0;0;0.0;0;0;0.0
1;19;1;9500;0;141.0;7;6;13.7;7;6;13.7
1;26;39;9670;0;120.0;5;0;0.0;5;0;0.0
1;20;51;9119;0;133.6;9;9;13.454545454545457;7;6;13.875
1;19;1;9500;0;122.0;8;7;12.2;8;7;12.2
1;21;1;9147;0;120.0;5;3;10.0;5;4;11.0
1;23;53;9670;1;114.2;6;5;13.0;6;6;12.857142857142858
1;29;39;8014;0;95.5;6;6;12.0;6;6;14.0
1;20;1;9500;0;120.0;8;7;15.028571428571428;8;7;15.028571428571428
1;18;1;9238;0;111.1;6;6;12.0;6;6;11.714285714285714
1;19;1;9773;0;128.6;6;5;12.0;6;5;12.4
1;23;7;9556;0;130.0;7;3;13.666666666666666;8;3;11.333333333333334
1;21;1;171;0;111.1;0;0;0.0;0;0;0.0
1;18;17;9147;0;122.7;5;5;12.0;5;4;12.5
1;18;1;171;1;134.4;0;0;0.0;0;0;0.0
1;21;1;9070;0;131.0;6;1;14.0;6;0;0.0
1;22;51;9238;0;125.0;6;0;0.0;6;0;0.0
1;21;18;9556;0;106.0;7;7;12.375;7;5;12.583333333333334
1;32;39;9500;0;128.0;7;0;0.0;8;0;0.0
1;27;7;9003;0;120.0;18;18;11.421052631578949;13;13;11.076923076923077
1;18;1;9500;0;134.8;7;6;13.35;7;6;13.35
1;24;39;9070;1;112.0;6;6;15.0;6;2;16.0
1;22;1;9130;0;116.1;5;2;10.5;5;0;0.0
1;22;43;9130;0;120.0;6;0;0.0;4;0;0.0
1;19;1;9147;0;119.7;5;5;13.25;5;5;11.833333333333334
1;19;17;9119;0;117.1;5;0;0.0;5;0;0.0
1;21;1;9085;0;112.4;5;4;11.5;5;3;10.6
0;18;1;9500;1;131.0;8;8;13.88125;8;8;13.88125
0;18;1;9254;0;130.9;6;6;11.333333333333334;6;5;12.6
0;20;1;171;0;134.9;0;0;0.0;0;0;0.0
0;19;17;9238;0;127.1;6;6;12.857142857142858;6;6;13.666666666666666
0;19;17;9773;0;110.2;6;5;11.6;6;6;12.5
0;18;17;9254;1;108.7;6;5;11.4;6;6;11.333333333333334
0;20;1;9130;0;138.0;6;6;13.333333333333334;6;6;13.0
0;22;44;9070;1;147.7;7;7;13.571428571428571;9;9;13.77777777777778
0;31;39;9556;0;123.0;7;6;11.833333333333334;7;7;12.228571428571428
0;19;17;9853;1;142.8;7;7;14.428571428571429;7;7;14.142857142857142
0;18;1;171;0;138.3;0;0;0.0;0;0;0.0
0;18;1;9254;1;125.2;6;6;12.285714285714286;6;5;12.4
0;21;1;9085;0;141.8;5;5;14.4;5;5;13.8
0;18;17;9500;1;130.6;7;7;13.15;8;8;15.06875
1;25;44;9147;0;130.0;5;0;0.0;5;0;0.0
1;21;15;9119;0;100.0;5;0;0.0;6;0;0.0
0;19;18;9500;1;119.0;8;7;12.342857142857143;8;7;12.342857142857143
0;19;1;9773;0;124.3;6;5;12.2;6;5;10.8
0;22;17;9254;0;122.2;6;4;10.5;6;1;11.0
1;19;15;9147;0;150.0;5;5;10.6;5;5;11.6
0;58;39;8014;0;135.5;6;0;0.0;6;0;0.0
0;19;16;9238;1;127.3;6;4;11.25;6;6;12.0
1;23;43;9670;0;127.0;9;6;10.5;10;10;11.7
0;19;1;9773;1;126.9;6;4;11.0;6;3;11.666666666666666
0;18;18;9500;0;127.5;7;7;13.457142857142856;8;8;14.5125
0;20;1;9085;0;122.0;5;5;12.6;5;4;12.333333333333334
0;18;17;9085;0;115.8;6;0;0.0;6;0;0.0
0;18;17;9670;0;121.6;6;6;13.666666666666666;6;5;13.6
0;18;17;9147;1;116.4;5;5;11.6;5;5;11.8
0;24;39;9130;0;120.0;6;6;12.571428571428571;6;5;12.833333333333334
0;18;17;9853;0;127.3;6;5;11.8;6;5;11.4
0;19;1;9147;1;123.5;5;5;11.6;5;3;12.666666666666666
0;19;17;9238;1;125.6;6;6;11.333333333333334;6;6;11.833333333333334
0;18;1;9254;0;118.5;6;6;10.666666666666666;6;6;11.5
0;18;1;9130;0;129.5;5;4;13.5;5;5;13.4
0;19;1;171;1;134.6;0;0;0.0;0;0;0.0
0;22;44;9085;0;140.0;6;6;13.333333333333334;6;4;11.5
0;19;1;9254;0;133.2;6;5;13.4;6;2;13.5
0;21;17;9238;1;133.5;6;3;10.2;6;4;12.25
0;21;17;9773;1;117.9;6;5;13.0;6;6;12.833333333333334
0;18;1;9500;1;128.0;8;7;12.90857142857143;8;7;12.90857142857143
0;20;1;9853;0;113.2;6;4;12.0;6;1;10.0
0;18;1;9254;1;122.0;6;6;10.833333333333334;6;5;11.0
0;19;16;9070;0;156.9;6;6;15.333333333333334;6;6;15.833333333333334
0;18;1;9500;1;125.1;7;6;12.816666666666668;8;6;12.875
1;26;15;9147;0;100.0;7;6;13.0;6;2;14.0
0;19;15;9119;0;160.0;6;2;13.5;5;2;11.0
0;35;39;8014;0;101.0;6;6;12.5;6;6;12.166666666666666
0;19;18;9670;1;121.5;6;6;13.0;6;6;14.333333333333334
