Gender;Age at enrollment;Scholarship holder;Admission grade;Debtor;Curricular units 1st sem (enrolled);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade)
0;18;0;122.9;0;7;7;13.128;8;6;13.193.333.333.333.300
0;20;0;117.2;0;7;6;11.605;8;7;124.125
0;18;1;152.0;0;5;5;14.6;5;5;12.0
0;18;0;122.2;0;6;0;0.0;6;0;0.0
0;20;1;101.7;0;5;5;11.8;5;5;11.6
0;20;0;119.9;0;6;6;12.333.333.333.333.300;6;6;12.333.333.333.333.300
0;19;1;123.7;1;5;4;11.0;5;0;0.0
0;19;1;121.8;0;11;11;13.181.818.181.818.100;11;11;12.909.090.909.090.900
0;18;1;106.1;1;6;1;11.0;6;0;0.0
0;19;1;124.3;1;6;6;11.833.333.333.333.300;6;6;12.285.714.285.714.200
0;20;1;124.3;0;8;8;1.298.125;8;8;1.298.125
0;21;0;117.4;0;7;6;11.333.333.333.333.300;5;5;11.2
0;21;0;112.7;0;8;6;11.68;8;6;11.68
0;20;0;123.7;0;6;6;14.5;6;6;13.5
0;19;0;105.8;0;7;7;13.142.857.142.857.100;7;7;12.857.142.857.142.800
0;21;0;124.2;0;5;2;11.5;5;2;10.5
0;18;0;122.3;0;5;5;14.2;5;5;11.8
0;19;1;123.7;0;6;5;11.666.666.666.666.600;6;5;12.2
0;18;0;129.8;0;7;7;13.175;8;8;14.875
0;19;1;123.8;0;8;7;13.314.285.714.285.700;8;7;13.314.285.714.285.700
0;18;1;126.4;0;5;3;10.6;5;3;10.5
0;18;1;115.1;0;6;4;12.0;6;4;10.75
0;18;0;138.4;0;6;6;13.428.571.428.571.400;6;6;14.142.857.142.857.100
0;18;1;118.2;0;5;4;13.25;5;5;15.571.428.571.428.500
0;18;0;121.7;0;6;2;13.0;6;0;0.0
0;18;1;118.0;0;6;6;14.333.333.333.333.300;6;6;14.0
0;18;0;119.8;0;6;0;0.0;6;0;0.0
0;18;0;164.9;0;6;6;14.0;6;6;13.166.666.666.666.600
0;20;1;100.0;0;2;2;12.0;6;6;12.833.333.333.333.300
0;18;0;121.6;0;6;5;12.333.333.333.333.300;6;5;10.6
0;18;0;120.4;0;6;5;11.8;6;5;10.4
0;20;1;117.8;0;8;7;12.791.428.571.428.500;8;7;12.791.428.571.428.500
0;40;0;110.0;0;8;8;11.625;7;5;11.2
0;18;1;128.8;0;7;6;11.994.444.444.444.400;8;7;1.243.142.857.142.850
0;19;0;116.6;0;6;5;11.6;6;5;12.2
0;24;0;120.0;0;5;0;0.0;5;0;0.0
0;19;0;157.5;0;6;6;13.166.666.666.666.600;6;6;13.166.666.666.666.600
0;19;0;136.3;0;8;7;14.1;8;7;14.1
0;20;1;121.5;0;7;6;12.396.666.666.666.600;8;7;1.294.285.714.285.710
0;18;0;133.9;0;7;7;15.014.285.714.285.700;8;8;160.875
0;18;1;136.8;0;0;0;0.0;0;0;0.0
0;19;0;133.5;0;7;7;14.05;8;8;15.1
0;18;0;130.0;0;7;7;14.85;8;8;15.2
0;19;0;140.0;0;6;6;13.0;6;5;13.0
0;19;1;132.7;0;7;7;147.875;8;8;158.625
0;19;1;117.8;0;7;7;13.7;8;7;14.671.428.571.428.500
0;19;1;126.1;0;7;7;12.495.714.285.714.200;8;7;12.242.857.142.857.100
0;19;0;120.0;0;7;6;14.566.666.666.666.600;7;6;14.566.666.666.666.600
0;25;0;100.0;1;5;5;11.2;5;4;11.25
0;20;0;116.8;0;8;7;12.685.714.285.714.200;8;7;12.685.714.285.714.200
0;23;0;128.3;1;9;7;13.571.428.571.428.500;9;4;13.25
0;20;0;117.0;0;6;0;0.0;6;0;0.0
0;27;0;131.5;0;6;5;11.0;6;6;11.166.666.666.666.600
0;18;0;134.8;0;8;8;14.445;8;8;14.445
0;18;0;146.6;1;6;5;13.6;6;4;11.75
0;23;0;130.0;1;12;11;14.0;10;8;14.625
0;19;1;127.5;0;7;6;13.416.666.666.666.600;7;6;13.416.666.666.666.600
0;18;0;123.0;0;5;5;12.333.333.333.333.300;5;5;11.4
0;20;0;100.0;0;7;7;13.1;8;8;148.125
0;18;0;114.2;0;6;4;13.2;6;5;12.8
0;19;1;123.5;0;8;8;14.75;8;8;14.75
0;19;1;144.3;0;6;6;13.142.857.142.857.100;6;6;14.333.333.333.333.300
0;19;0;142.2;0;6;4;12.5;6;5;12.5
0;18;0;161.9;0;5;4;13.75;5;5;14.857.142.857.142.800
0;18;0;135.9;0;6;5;12.4;6;6;13.0
0;18;0;110.1;0;6;6;13.333.333.333.333.300;6;6;12.0
0;28;0;122.5;0;11;11;11.727.272.727.272.700;8;8;12.0
0;19;0;138.1;0;6;4;12.5;6;1;14.0
0;20;0;117.3;1;0;0;0.0;0;0;0.0
0;19;1;106.8;0;7;6;13.533.333.333.333.300;8;7;13.614.285.714.285.700
0;20;1;120.1;0;6;6;13.166.666.666.666.600;6;6;12.666.666.666.666.600
0;19;1;116.5;0;6;5;13.2;6;5;11.0
0;21;0;120.0;0;6;5;12.2;6;4;12.6
0;19;1;139.7;0;7;7;13.428.571.428.571.400;7;7;14.857.142.857.142.800
0;18;1;123.7;0;6;6;12.714.285.714.285.700;6;6;12.625
0;19;0;116.5;0;6;0;0.0;6;0;0.0
0;19;1;122.2;0;6;6;13.666.666.666.666.600;6;6;13.666.666.666.666.600
0;20;0;146.0;1;6;5;11.0;6;6;13.166.666.666.666.600
0;18;0;108.8;0;7;5;11.4;7;6;13.333.333.333.333.300
0;18;0;133.0;0;0;0;0.0;0;0;0.0
0;18;0;123.8;0;5;4;12.0;5;5;12.0
0;18;0;120.0;0;6;0;0.0;6;0;0.0
0;18;0;126.9;0;6;5;11.0;6;6;11.666.666.666.666.600
0;20;0;121.3;0;6;5;12.0;6;6;11.571.428.571.428.500
0;19;1;129.0;0;7;7;13.308.571.428.571.400;8;8;12.55
0;21;0;114.9;1;6;3;13.666.666.666.666.600;6;3;10.666.666.666.666.600
0;20;0;106.5;1;6;0;0.0;6;0;0.0
0;18;0;133.9;0;6;5;12.2;6;4;11.25
0;20;1;124.9;0;6;6;12.666.666.666.666.600;6;6;12.833.333.333.333.300
0;19;1;128.5;0;8;8;1.407.125;8;8;1.407.125
0;22;0;126.2;0;5;4;14.25;5;5;13.2
0;22;0;121.7;0;6;0;0.0;2;0;0.0
0;18;0;120.0;0;6;3;12.0;6;4;10.25
0;21;0;113.2;0;10;6;11.166.666.666.666.600;10;7;10.571.428.571.428.500
0;19;0;120.3;0;6;2;13.0;6;5;11.6
0;19;0;127.8;0;0;0;0.0;0;0;0.0
0;20;1;123.3;0;8;7;14.901.428.571.428.500;8;7;14.901.428.571.428.500
0;18;1;126.3;1;7;7;12.65;8;8;12.445.555.555.555.500
0;22;0;128.2;0;12;7;11.0;5;5;10.6
0;20;0;134.9;0;5;4;12.4;5;5;12.666.666.666.666.600
0;19;0;140.0;0;6;6;12.0;6;6;12.666.666.666.666.600
0;19;1;115.5;0;7;7;12.135.714.285.714.200;8;7;13.328.571.428.571.400
0;20;1;106.7;0;7;5;12.62;7;6;12.5
0;25;0;140.0;0;5;3;10.666.666.666.666.600;5;3;11.333.333.333.333.300
0;19;1;136.6;0;7;6;13.766.666.666.666.600;8;7;14.051.428.571.428.500
0;19;0;119.3;0;8;8;1.311.625;8;8;1.311.625
0;19;0;152.0;0;5;0;0.0;6;0;0.0
0;20;0;144.3;0;7;6;12.7;8;7;13.571.428.571.428.500
0;25;0;159.0;0;7;7;11.857.142.857.142.800;8;5;11.7
0;20;1;129.5;0;7;6;12.333.333.333.333.300;7;6;12.333.333.333.333.300
0;24;0;140.0;0;6;4;15.75;6;5;16.4
0;20;0;105.4;0;5;5;13.333.333.333.333.300;5;5;13.2
0;21;0;136.0;0;7;7;14.355.555.555.555.500;8;8;1.349.375
0;19;1;160.0;1;6;6;13.0;6;5;13.0
0;19;1;139.1;0;6;6;12.833.333.333.333.300;6;6;13.5
0;21;1;126.9;0;5;5;13.2;5;4;13.0
0;28;0;184.0;0;7;7;17.005.555.555.555.500;8;8;16.582.222.222.222.200
0;19;1;125.0;1;6;5;10.6;6;5;11.0
0;18;1;138.5;0;5;5;14.0;5;5;13.6
0;18;1;133.5;0;8;7;12.114.285.714.285.700;8;7;12.114.285.714.285.700
0;18;1;141.5;0;8;8;1.305.875;8;8;1.305.875
0;22;0;130.0;0;8;7;13.285.714.285.714.200;8;7;13.285.714.285.714.200
0;19;0;131.0;0;5;4;11.0;5;3;10.666.666.666.666.600
0;18;1;145.0;0;7;7;14.071.428.571.428.500;8;8;151.625
0;20;0;114.3;0;6;0;0.0;6;0;0.0
0;26;0;108.3;0;9;4;11.25;10;3;11.0
0;18;1;125.2;0;6;6;14.0;6;6;13.625
0;21;1;131.7;0;6;6;12.166.666.666.666.600;6;3;11.666.666.666.666.600
0;18;0;126.3;0;8;7;13.297.142.857.142.800;8;7;13.297.142.857.142.800
0;20;0;147.6;0;6;6;13.923.076.923.076.900;6;6;14.25
0;18;0;125.1;0;7;7;13.37;8;7;12.833.333.333.333.300
0;19;1;123.8;0;5;5;12.4;5;3;11.0
0;20;0;130.8;0;5;4;15.0;5;4;13.75
0;18;1;154.1;1;6;6;13.333.333.333.333.300;6;6;12.571.428.571.428.500
0;20;1;122.6;0;5;3;12.0;5;4;12.625
0;22;0;103.5;0;6;5;13.4;6;5;12.2
0;18;0;132.8;0;0;0;0.0;0;0;0.0
0;21;0;100.0;0;5;4;11.5;5;5;11.4
0;18;0;115.8;0;7;6;12.0;7;6;12.166.666.666.666.600
0;18;0;133.8;0;8;7;13.485.714.285.714.200;8;7;13.485.714.285.714.200
0;18;1;118.5;0;6;6;12.0;6;6;11.285.714.285.714.200
0;19;0;150.3;0;0;0;0.0;0;0;0.0
0;19;0;107.8;0;5;3;10.333.333.333.333.300;5;3;14.428.571.428.571.400
0;19;0;127.5;0;7;5;12.94;7;5;13.76
0;19;0;120.5;0;8;7;13.258.571.428.571.400;8;7;13.258.571.428.571.400
0;19;0;117.3;0;5;4;12.25;5;4;12.0
0;19;0;120.6;0;6;3;11.666.666.666.666.600;6;1;10.0
0;21;1;118.7;0;6;6;13.571.428.571.428.500;6;6;12.5
0;20;1;130.8;0;6;5;11.8;6;5;11.833.333.333.333.300
0;20;1;112.6;0;5;5;14.2;5;5;13.285.714.285.714.200
0;41;0;117.2;0;5;5;11.0;5;5;11.8
0;32;0;130.0;0;7;4;13.625;7;7;126.375
0;18;0;131.8;0;8;7;14.652.857.142.857.100;8;7;14.652.857.142.857.100
0;35;1;97.0;0;6;6;11.333.333.333.333.300;6;6;11.333.333.333.333.300
0;32;0;130.0;1;7;4;13.7;7;0;0.0
0;37;0;148.0;0;11;11;13.727.272.727.272.700;8;8;14.75
0;30;0;103.4;0;7;7;11.75;8;7;11.142.857.142.857.100
1;23;0;127.1;0;6;6;12.333.333.333.333.300;6;5;13.0
0;20;1;124.0;0;6;6;14.0;6;6;13.857.142.857.142.800
1;21;0;121.4;0;5;4;11.5;5;4;11.75
1;19;0;118.1;0;5;5;11.2;5;5;13.2
1;18;1;121.3;0;8;7;15.07;8;7;15.07
1;18;0;119.5;0;5;1;10.0;5;1;12.0
1;24;0;115.2;0;5;4;12.0;5;5;12.666.666.666.666.600
1;22;0;130.2;0;6;4;13.0;6;4;12.6
1;18;0;130.0;0;6;4;11.0;6;3;11.25
0;18;0;126.9;0;6;6;13.571.428.571.428.500;6;5;12.166.666.666.666.600
1;21;0;168.5;0;6;5;14.6;6;5;14.2
0;38;0;130.0;1;7;3;11.833.333.333.333.300;7;2;10.0
0;19;1;122.8;0;7;7;12.625;8;8;125.125
0;36;0;110.0;0;7;4;11.5;7;3;12.333.333.333.333.300
0;18;0;127.1;0;5;4;13.25;5;4;10.5
0;19;0;108.5;0;7;7;1.260.625;8;6;11.9
0;21;0;138.2;1;10;8;13.75;9;5;13.2
0;19;0;96.0;0;7;6;13.598.333.333.333.300;8;6;11.933.333.333.333.300
0;18;1;124.5;0;6;5;11.142.857.142.857.100;6;6;12.285.714.285.714.200
0;45;0;120.0;0;11;11;12.7;10;10;1.296.818.181.818.180
0;20;0;132.3;0;5;1;10.0;5;1;11.0
0;18;0;120.7;1;6;6;11.666.666.666.666.600;6;4;11.5
0;18;1;132.6;0;6;6;14.0;6;6;13.142.857.142.857.100
0;25;0;140.0;0;5;0;0.0;5;0;0.0
0;19;0;124.5;0;8;7;1.204.142.857.142.850;8;7;1.204.142.857.142.850
0;18;1;142.0;0;0;0;0.0;0;0;0.0
0;39;0;130.0;0;13;13;1.376.923.076.923.070;12;12;14.583.333.333.333.300
0;29;0;144.0;0;18;18;15.444.444.444.444.400;13;13;15.307.692.307.692.300
0;18;0;128.5;0;7;6;11.5;7;7;12.714.285.714.285.700
0;23;0;140.0;0;3;2;10.0;6;0;0.0
0;21;0;113.9;0;6;4;12.25;6;3;10.333.333.333.333.300
0;18;0;137.2;0;6;6;14.5;6;6;15.166.666.666.666.600
0;23;0;140.0;0;6;6;15.571.428.571.428.500;6;6;16.375
0;18;0;152.3;0;6;6;15.571.428.571.428.500;6;6;14.714.285.714.285.700
0;32;0;112.5;0;6;5;13.8;6;6;12.166.666.666.666.600
0;29;0;101.0;1;5;3;10.666.666.666.666.600;5;2;14.8
0;20;1;112.3;1;6;5;11.6;6;4;11.75
0;28;0;114.0;0;6;1;13.0;6;0;0.0
0;27;0;130.0;0;5;3;12.0;5;4;13.625
0;22;0;121.5;1;14;12;12.333.333.333.333.300;14;12;12.333.333.333.333.300
0;37;0;120.0;1;6;6;12.875;6;6;12.9
0;28;0;130.0;0;6;1;11.0;6;0;0.0
0;43;0;125.7;1;6;4;12.25;6;4;10.5
0;32;0;128.0;0;7;0;0.0;8;0;0.0
0;20;1;113.2;0;6;4;10.75;6;5;11.5
0;35;1;120.0;0;8;8;13.63;8;8;13.63
0;21;0;117.8;0;5;3;13.0;5;4;11.5
0;18;1;121.3;0;7;6;13.533.333.333.333.300;7;7;12.228.571.428.571.400
0;18;1;169.7;0;7;7;16.9;8;8;1.637.777.777.777.770
0;18;0;117.7;0;6;5;12.0;6;4;12.0
0;22;0;121.8;0;6;6;12.5;6;6;13.285.714.285.714.200
0;19;0;128.3;0;8;7;12.764.285.714.285.700;8;7;12.764.285.714.285.700
0;18;1;132.2;0;5;5;13.75;5;5;12.166.666.666.666.600
0;19;0;134.3;1;0;0;0.0;0;0;0.0
0;18;1;123.4;0;7;7;14.604.285.714.285.700;8;8;1.568.333.333.333.330
0;31;0;121.7;1;5;0;0.0;5;0;0.0
0;33;1;130.0;1;6;5;13.833.333.333.333.300;6;6;12.5
0;19;1;126.5;0;8;8;1.357.625;8;8;1.357.625
0;18;1;159.7;0;6;6;15.142.857.142.857.100;6;6;15.833.333.333.333.300
0;23;0;151.3;0;5;3;10.666.666.666.666.600;5;5;11.6
0;20;0;138.0;0;6;5;11.2;6;6;12.0
0;18;0;126.5;0;8;8;1.376.375;8;8;1.376.375
0;21;0;140.0;1;9;8;13.25;9;5;12.2
0;22;1;112.3;0;6;5;10.714.285.714.285.700;6;5;12.2
0;20;0;127.3;1;6;6;12.166.666.666.666.600;6;6;11.666.666.666.666.600
0;23;0;130.0;0;7;6;14.357.142.857.142.800;7;6;14.357.142.857.142.800
0;19;0;115.0;0;6;6;12.833.333.333.333.300;6;6;12.666.666.666.666.600
0;19;0;131.5;0;8;7;13.925.714.285.714.200;8;7;13.925.714.285.714.200
0;26;0;125.7;0;5;2;12.0;5;3;11.0
0;18;0;126.8;0;7;7;1.344.285.714.285.710;8;8;13.744.444.444.444.400
1;18;0;132.4;0;5;1;16.0;5;0;0.0
1;20;0;150.0;0;6;6;13.125;6;6;13.2
1;19;0;95.0;0;6;0;0.0;6;0;0.0
1;32;0;128.2;0;9;5;11.4;4;4;11.0
1;31;0;130.0;0;4;2;11.0;5;3;11.666.666.666.666.600
1;25;0;100.0;0;5;1;11.0;5;1;10.0
0;21;0;159.9;0;6;5;13.666.666.666.666.600;6;5;13.0
0;31;0;100.0;0;6;4;11.75;5;1;10.0
0;34;0;116.5;0;7;1;10.0;7;1;13.0
0;18;1;120.0;0;6;6;13.5;6;6;12.833.333.333.333.300
0;19;0;117.0;1;6;0;0.0;6;0;0.0
0;21;0;140.0;1;6;1;12.0;6;1;11.0
0;18;0;118.1;0;6;3;13.0;6;5;11.8
0;20;0;153.5;0;6;6;14.833.333.333.333.300;6;6;16.0
0;20;0;127.9;0;6;6;11.833.333.333.333.300;6;6;12.857.142.857.142.800
0;18;1;118.8;0;6;5;12.0;6;5;12.333.333.333.333.300
0;19;0;126.7;0;6;4;12.75;6;6;11.333.333.333.333.300
0;19;0;170.0;0;5;0;0.0;5;4;14.75
0;30;1;110.0;0;6;0;0.0;6;1;10.0
0;19;0;115.0;0;6;6;12.0;6;6;12.857.142.857.142.800
0;19;0;119.0;0;7;7;11.677.777.777.777.700;8;8;13.8
0;19;1;121.8;0;8;7;13.6;8;7;13.6
0;19;0;133.4;0;6;6;16.0;6;6;15.875
0;20;0;131.4;0;6;5;11.8;6;6;11.5
1;25;0;135.0;1;5;0;0.0;6;2;14.0
1;19;0;122.8;0;6;0;0.0;6;0;0.0
0;34;1;140.0;1;6;6;16.142.857.142.857.100;6;6;16.2
0;18;1;125.3;0;8;7;11.785.714.285.714.200;8;7;11.785.714.285.714.200
0;18;1;126.3;0;8;8;1.342.375;8;8;1.342.375
0;20;0;100.0;0;6;6;12.5;6;5;14.166.666.666.666.600
0;20;1;121.3;0;8;7;12.464.285.714.285.700;8;7;12.464.285.714.285.700
0;23;0;135.0;1;11;8;12.375;9;5;12.6
0;28;0;120.0;0;6;1;10.0;6;0;0.0
0;18;0;113.7;0;6;5;12.6;6;6;12.428.571.428.571.400
0;19;0;129.7;0;5;5;12.6;5;4;12.4
0;34;0;132.1;0;5;2;10.0;5;4;12.0
0;35;0;120.3;0;7;0;0.0;6;0;0.0
0;32;0;120.0;0;5;5;11.6;5;5;12.333.333.333.333.300
0;19;0;123.1;0;6;6;12.166.666.666.666.600;6;6;13.5
0;18;0;119.4;0;6;4;13.6;6;5;12.666.666.666.666.600
0;35;0;140.0;0;5;4;12.5;5;5;11.8
1;24;1;116.5;0;6;4;12.25;6;4;11.5
0;20;1;113.0;0;6;6;11.714.285.714.285.700;6;6;12.625
1;18;1;133.9;0;6;6;13.5;6;6;13.0
1;20;1;115.5;0;8;7;13.024.285.714.285.700;8;7;13.024.285.714.285.700
1;18;0;116.5;0;6;0;0.0;6;0;0.0
1;18;1;171.2;0;5;5;17.333.333.333.333.300;5;5;18.571.428.571.428.500
1;20;1;119.1;0;5;4;11.0;5;4;11.5
1;19;0;121.1;0;7;6;13.666.666.666.666.600;7;6;12.5
1;20;1;132.9;0;6;6;11.375;6;5;13.8
1;19;0;132.8;0;6;6;12.833.333.333.333.300;6;6;11.833.333.333.333.300
1;20;0;126.7;0;6;5;12.6;6;4;11.5
1;22;0;105.8;0;7;6;14.333.333.333.333.300;8;7;13.771.428.571.428.500
1;18;1;117.2;0;5;4;13.5;6;6;13.625
1;19;0;140.0;0;8;7;14.285.714.285.714.200;8;7;14.285.714.285.714.200
1;22;0;120.0;0;6;3;11.75;6;2;10.0
1;20;0;119.5;0;5;5;14.8;5;5;17.6
1;34;0;153.9;1;6;0;0.0;6;0;0.0
1;24;0;130.0;0;6;1;10.0;5;0;0.0
1;26;0;107.0;0;5;0;0.0;5;0;0.0
1;35;0;132.8;0;7;4;12.6;7;5;12.38
1;22;0;127.5;0;5;5;12.428.571.428.571.400;5;5;11.8
1;26;0;123.3;0;6;4;10.0;6;3;12.0
1;19;0;122.0;0;5;3;12.333.333.333.333.300;5;0;0.0
1;19;0;114.8;0;6;0;0.0;6;0;0.0
1;20;0;140.0;1;0;0;0.0;0;0;0.0
1;21;0;111.0;1;11;10;12.1;8;8;13.333.333.333.333.300
0;19;1;133.2;0;6;6;14.714.285.714.285.700;6;6;15.0
0;18;0;123.0;0;6;6;12.666.666.666.666.600;6;6;12.833.333.333.333.300
0;23;1;150.0;0;12;12;14.384.615.384.615.300;10;10;13.3
0;18;1;132.3;0;5;5;13.4;5;5;12.2
0;18;0;126.0;0;8;7;13.314.285.714.285.700;8;7;13.314.285.714.285.700
0;19;0;119.3;0;8;7;1.198.857.142.857.140;8;7;1.198.857.142.857.140
0;21;0;133.8;0;11;11;11.545.454.545.454.500;9;8;1.288.888.888.888.880
0;18;1;126.5;0;6;6;1.646.153.846.153.840;6;6;13.875
0;24;1;138.4;0;6;6;13.666.666.666.666.600;6;6;12.833.333.333.333.300
0;18;0;129.0;0;7;7;12.65;8;8;13.411.111.111.111.100
0;18;0;118.3;0;6;6;12.333.333.333.333.300;6;3;12.0
0;20;0;129.8;0;7;6;14.37;8;7;14.65
0;19;0;113.6;0;5;3;12.0;5;4;11.75
0;18;1;128.3;0;6;3;12.0;6;3;10.666.666.666.666.600
0;19;1;130.0;0;6;4;12.0;6;3;11.0
0;19;0;121.9;0;6;5;12.6;6;5;11.2
0;18;0;129.4;1;6;6;12.166.666.666.666.600;6;6;12.333.333.333.333.300
0;20;0;115.3;0;7;6;13.5;7;6;14.0
0;18;1;125.5;0;8;8;1.376.375;8;8;1.376.375
0;19;1;117.8;0;7;6;12.4;7;6;12.8
0;18;0;118.7;0;5;4;10.666.666.666.666.600;5;2;12.0
0;18;0;139.0;0;7;6;14.333.333.333.333.300;7;6;14.333.333.333.333.300
0;21;0;98.9;0;6;4;12.5;6;2;12.666.666.666.666.600
0;19;0;137.7;1;6;1;10.0;6;0;0.0
0;21;0;113.6;0;7;7;1.469.625;8;8;14.622.222.222.222.200
0;18;0;113.4;0;6;4;11.5;6;3;13.75
0;18;1;128.5;0;7;7;12.855.555.555.555.500;8;8;139.125
0;18;0;142.8;0;7;7;13.7;8;8;13.994.444.444.444.400
0;23;0;137.7;0;5;0;0.0;5;1;12.0
0;20;0;103.5;0;6;3;11.2;6;4;12.0
0;18;0;123.2;0;7;7;13.285.714.285.714.200;8;8;13.333.333.333.333.300
0;19;0;126.0;0;6;5;13.0;6;5;10.4
0;27;1;121.7;0;7;6;12.6;7;6;11.685.714.285.714.200
0;19;1;142.8;1;5;5;12.8;5;4;12.0
0;21;0;120.0;0;6;5;11.5;6;5;11.0
0;19;1;119.3;0;8;7;11.4;8;7;11.4
0;21;1;121.0;0;6;6;12.333.333.333.333.300;6;6;11.333.333.333.333.300
0;18;0;139.4;0;6;5;12.8;6;4;12.2
0;20;1;113.9;0;5;5;12.0;5;4;15.0
0;18;1;124.6;0;6;5;13.0;6;5;13.5
0;18;1;123.8;1;6;6;11.833.333.333.333.300;6;6;11.0
0;18;0;126.3;0;6;6;14.0;6;6;13.333.333.333.333.300
0;18;1;120.4;0;6;6;12.333.333.333.333.300;6;6;13.5
0;19;1;120.5;0;7;5;13.04;7;7;12.5
0;23;0;144.9;1;11;11;13.166.666.666.666.600;9;8;13.333.333.333.333.300
0;24;1;139.9;0;6;6;12.5;6;6;12.833.333.333.333.300
0;19;0;133.3;0;0;0;0.0;0;0;0.0
0;18;0;126.0;0;8;7;15.657.142.857.142.800;8;7;15.657.142.857.142.800
0;19;0;133.5;0;6;6;12.166.666.666.666.600;6;6;11.333.333.333.333.300
0;19;0;127.9;0;6;0;0.0;6;0;0.0
0;20;1;105.9;0;6;5;10.6;6;5;11.166.666.666.666.600
0;20;0;124.3;0;6;6;13.428.571.428.571.400;6;5;12.666.666.666.666.600
0;26;0;102.5;0;6;4;11.75;6;0;0.0
1;36;0;97.0;1;5;0;0.0;5;0;0.0
1;19;0;134.7;0;0;0;0.0;0;0;0.0
1;27;0;113.8;0;5;0;0.0;5;0;0.0
1;18;0;116.9;0;5;1;13.0;5;0;0.0
1;18;1;124.0;0;8;7;13.331.428.571.428.500;8;7;13.331.428.571.428.500
1;28;0;117.5;0;6;0;0.0;6;0;0.0
1;21;0;154.8;0;0;0;0.0;0;0;0.0
1;19;0;141.0;0;7;6;13.7;7;6;13.7
1;26;0;120.0;1;5;0;0.0;5;0;0.0
1;20;0;133.6;0;9;9;13.454.545.454.545.400;7;6;13.875
1;19;0;122.0;0;8;7;12.2;8;7;12.2
1;21;0;120.0;0;5;3;10.0;5;4;11.0
1;23;1;114.2;0;6;5;13.0;6;6;12.857.142.857.142.800
1;29;0;95.5;0;6;6;12.0;6;6;14.0
1;20;0;120.0;0;8;7;15.028.571.428.571.400;8;7;15.028.571.428.571.400
1;18;0;111.1;0;6;6;12.0;6;6;11.714.285.714.285.700
1;19;0;128.6;0;6;5;12.0;6;5;12.4
1;23;0;130.0;0;7;3;13.666.666.666.666.600;8;3;11.333.333.333.333.300
1;21;0;111.1;0;0;0;0.0;0;0;0.0
1;18;0;122.7;0;5;5;12.0;5;4;12.5
1;18;1;134.4;0;0;0;0.0;0;0;0.0
1;21;0;131.0;1;6;1;14.0;6;0;0.0
1;22;0;125.0;0;6;0;0.0;6;0;0.0
1;21;0;106.0;0;7;7;12.375;7;5;12.583.333.333.333.300
1;32;0;128.0;0;7;0;0.0;8;0;0.0
1;27;0;120.0;0;18;18;11.421.052.631.578.900;13;13;11.076.923.076.923.000
1;18;0;134.8;0;7;6;13.35;7;6;13.35
1;24;1;112.0;0;6;6;15.0;6;2;16.0
1;22;0;116.1;0;5;2;10.5;5;0;0.0
1;22;0;120.0;0;6;0;0.0;4;0;0.0
1;19;0;119.7;0;5;5;13.25;5;5;11.833.333.333.333.300
1;19;0;117.1;0;5;0;0.0;5;0;0.0
1;21;0;112.4;0;5;4;11.5;5;3;10.6
0;18;1;131.0;0;8;8;1.388.125;8;8;1.388.125
0;18;0;130.9;0;6;6;11.333.333.333.333.300;6;5;12.6
0;20;0;134.9;1;0;0;0.0;0;0;0.0
0;19;0;127.1;0;6;6;12.857.142.857.142.800;6;6;13.666.666.666.666.600
0;19;0;110.2;1;6;5;11.6;6;6;12.5
0;18;1;108.7;0;6;5;11.4;6;6;11.333.333.333.333.300
0;20;0;138.0;0;6;6;13.333.333.333.333.300;6;6;13.0
0;22;1;147.7;1;7;7;13.571.428.571.428.500;9;9;1.377.777.777.777.770
0;31;0;123.0;0;7;6;11.833.333.333.333.300;7;7;12.228.571.428.571.400
0;19;1;142.8;0;7;7;14.428.571.428.571.400;7;7;14.142.857.142.857.100
0;18;0;138.3;0;0;0;0.0;0;0;0.0
0;18;1;125.2;0;6;6;12.285.714.285.714.200;6;5;12.4
0;21;0;141.8;0;5;5;14.4;5;5;13.8
0;18;1;130.6;0;7;7;13.15;8;8;1.506.875
1;25;0;130.0;1;5;0;0.0;5;0;0.0
1;21;0;100.0;1;5;0;0.0;6;0;0.0
0;19;1;119.0;0;8;7;12.342.857.142.857.100;8;7;12.342.857.142.857.100
0;19;0;124.3;0;6;5;12.2;6;5;10.8
0;22;0;122.2;0;6;4;10.5;6;1;11.0
1;19;0;150.0;0;5;5;10.6;5;5;11.6
0;58;0;135.5;0;6;0;0.0;6;0;0.0
0;19;1;127.3;0;6;4;11.25;6;6;12.0
1;23;0;127.0;0;9;6;10.5;10;10;11.7
0;19;1;126.9;0;6;4;11.0;6;3;11.666.666.666.666.600
0;18;0;127.5;0;7;7;13.457.142.857.142.800;8;8;145.125
0;20;0;122.0;0;5;5;12.6;5;4;12.333.333.333.333.300
0;18;0;115.8;0;6;0;0.0;6;0;0.0
0;18;0;121.6;0;6;6;13.666.666.666.666.600;6;5;13.6
0;18;1;116.4;1;5;5;11.6;5;5;11.8
0;24;0;120.0;0;6;6;12.571.428.571.428.500;6;5;12.833.333.333.333.300
0;18;0;127.3;0;6;5;11.8;6;5;11.4
0;19;1;123.5;0;5;5;11.6;5;3;12.666.666.666.666.600
